id,text,question,options,answer,combo_key
14530,"Economist: Tropicorp, which constantly seeks profitable investment opportunities, has been buying and clearing sections of tropical forest for cattle ranching, although pastures newly created there become useless for grazing after just a few years. The company has not gone into rubber tapping, even though greater profits can be made from rubber tapping, which leaves the forest intact. Thus, some environmentalists argue that <b> Tropicorp's actions do not serve even its own economic interest. </b> However, the initial investment required for a successful rubber-tapping operation is larger than that needed for a cattle ranch; there is a shortage of workers employable in rubber-tapping operations; and taxes are higher on profits from rubber tapping than on profits from cattle ranching. Consequently, <b> the environmentalists' conclusion is probably wrong. </b>","In the economist's argument, the two <b> boldface </b> portions play which of the following roles?","0. ""The first states the conclusion of the economists' argument: the second supports that conclusion."", 1. ""The first supports the conclusion of the economists' argument, the second calls that conclusion into question."", 2. ""Each supports the conclusion of the economist's argument."", 3. ""The first states the conclusion of the environmentalists' argument; the second states the conclusion of the economist's argument""",3,"Categorical Reasoning, Conjunctive Reasoning, Sufficient Conditional Reasoning"
10693,"Counselor: Those who believe that criticism should be gentle rather than harsh should consider the following: change requires a motive, and criticism that is unpleasant provides a motive. Since harsh criticism is unpleasant, harsh criticism provides a motive. Ttherefore, only harsh criticism will cause the person criticized to change.",The reasoning in the counselor's argument is most vulnerable to criticism on the grounds that the argument,"0. ""fails to address the possibility that in some cases the primary goal of criticism is something other than bringing about change in the person being criticized"", 1. ""takes for granted that everyone who is motivated to change will change"", 2. ""infers that something that is sufficient to provide a motive is necessary to provide a motive"", 3. ""confuses a motive for doing something with a motive for avoiding something""",2,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
11026,"A certain auto repair shop services a particular make of car in the downtown region of a particular city. Three years ago, 4% of all repairs at this shop were not successful --- the mechanics were not able to restore the car to a drivable state. This year, only 2% of all repairs were not successful. Clearly, the mechanics training course, given over a year ago, has considerably increased the skill of mechanics at this particular shop, so that fewer cars are beyond their ability to repair.","All of the following statements, if true, weaken the argument, EXCEPT:","0. ""The manufacturer of this particular make of car recalled a few models due to defects that potentially jeopardized the engine."", 1. ""The total number of cars served per year by this shop has increased by 35% over the past three years."", 2. ""Three years ago, statewide smog regulations had the effect of removing the oldest and most unreliable vehicles from the road."", 3. ""A new shop uptown specializes in repairing cars of this make more than six years old, and most of these older cars are taken to this shop.""",1,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
13752,"The folk medicine of many different cultures has extolled the use of garlic both to prevent and to cure many diseases. Modern medical research is absorbing some of these beliefs. Recent studies indicate that many of the more than 50 sulphur compounds that can be produced from garlic (depending upon whether it is boiled, fried in oil, or dried) have medicinal utility. Some of these compounds lower blood cholesterol, others reduce platelet clumping, while still others shrink some kinds of tumors. Other plants and herbs recommended by traditional medicine may also prove valuable for medicine generally.",Each of the following statements is supported by the information above EXCEPT:,"0. ""Research on some traditional medications has yet to be conducted by modern medical researchers."", 1. ""It can be medically beneficial to reduce platelet clumping or to lower blood cholesterol."", 2. ""The belief that garlic is an effective way to prevent or cure some diseases is not limited to a small number of closely related cultures."", 3. ""Garlic that is neither boiled, fried in oil, nor dried has no medicinal value.""",3,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
11071,"A year ago the government reduced the highway speed limit, and in the year since, there have been significantly fewer highway fatalities than there were in the previous year. Ttherefore, speed limit reduction can reduce traffic fatalities.",The argument is most vulnerable to the criticism that it takes for granted that,"0. ""highway traffic has not increased over the past year"", 1. ""the number of traffic fatalities the year before the new speed limit was introduced was not abnormally high"", 2. ""the new speed limit was more strictly enforced than the old"", 3. ""the majority of drivers obeyed the new speed limit""",1,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
11040,Some have argued that body size influences mating decisions throughout all societies. Their argument rests largely on self-reports of university-age students and on analyses of personal advertisements in newspapers for dating partners.,The reasoning in the argument described above is most vulnerable to criticism on the grounds that the argument,"0. ""bases a conclusion on a sample that may be unrepresentative of the population about which the conclusion is drawn"", 1. ""draws a universal conclusion on the basis of a very small number of individual cases"", 2. ""concludes that one kind of event causes another kind of event without ruling out the possibility that both kinds of events are the result of a third kind of event"", 3. ""concludes that an effect has only one cause in the face of evidence that the effect has multiple causes""",0,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
15152,"Some people mistakenly believe that since we do not have direct access to the distant past we cannot learn much about it. Contemporary historians and archaeologists find current geography, geology, and climate to be rich in clues about a given region' s distant history. However, the more distant the period we are studying is, the less useful the study of the present becomes.","Of the following, which one most closely conforms to the principle that the passage illustrates?","0. ""Astronomers often draw inferences about the earlier years of our solar system on the basis of recently collected data. Unfortunately, they have been able to infer comparatively little about the origin of our solar system."", 1. ""One crucial clue to the extent of the ancient Egyptians' mathematical knowledge came from studying the pyramids. The more we studied such structures, the more impressed we were by how much the Egyptians knew."", 2. ""To understand a literary text one needs to understand the author's world view. However, the farther that world view gets from one's own the less one will be able to appreciate the text."", 3. ""We often extrapolate from ordinary sensory experience to things beyond such experience and form a rash judgment, such as the claim that the earth is the center of the universe because it appears that way to us.""",0,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
12092,"Since John Lindy was named vice president of sales, the highest ranked salespeople have been successfully recruited by rival companies, sales in all departments have plummeted, and company morale is down. This information clearly provides proof that John Lindy was named vice president of sales to ruin the company.",The reasoning in the argument is weak because the argument,"0. ""presupposes that because conditions resulted from a change, the change was made to create those conditions"", 1. ""fails to show proof that the company has been ruined by John Lindy being named vice president of sales"", 2. ""fails to show how company morale is related to sales plummeting in all departments"", 3. ""bases its conclusion on hearsay rather that hard evidence about the effect John Lindy has had on the company""",0,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
13677,"The Green Peas Grocery Store in the remote wealthy enclave of Luxville charges more than the Green Peas Grocery Store in Oak City charges for the same items. Clearly, on any given item, the Green Peas grocery franchise is taking advantage of its location in Luxville to reap higher profits on that item.","In evaluating the argument, it would be most useful to compare","0. ""The percent of average household income spent on groceries in Oak city with the comparable percentage in Luxville"", 1. ""The cost of these items in Oak City and in Luxville with the cost at other Green Peas stores throughout the state."", 2. ""the average cost of the same or comparable items at other grocery stores in Oak City with the average cost at other stores in Luxville"", 3. ""the cost of transporting merchandise to the Oak City location with the comparable cost to the Luxville location""",3,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning"
10633,"The sun emits two types of ultraviolet radiation that damage skin: UV-A, which causes premature wrinkles, and UV-B, which causes sunburn. Until about ten years ago, sunscreens protected against UV-B radiation but not against UV-A radiation.",Which one of the following is best supported by the information above?,"0. ""People who wear sunscreen now are less likely to become sunburned than were people who spent the same amount of time in the sun wearing sunscreen ten years ago."", 1. ""The specific cause of premature skin wrinkling was not known until about ten years ago."", 2. ""Most people whose skin is prematurely wrinkled have spent a large amount of time in the sun without wearing sunscreen."", 3. ""Until about ten years ago, people who wore sunscreen were no less likely to have premature wrinkles than were people who spent the same amount of time in the sun without wearing sunscreen.""",3,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12954,"An overly centralized economy, not the changes in the climate, is responsible for the poor agricultural production in Country X since its new government came to power. Neighboring Country Y has experienced the same climatic conditions, but while agricultural production has been falling in Country X, it has been rising in Country Y.","Which of the following, if true, would most weaken the argument above?","0. ""Industrial production also is declining in Country X."", 1. ""The crops that have always been grown in Country X are different from those that have always been grown in Country Y."", 2. ""Both Country X and Country Y have been experiencing drought conditions."", 3. ""Country X's new government instituted a centralized economy with the intention of ensuring an equitable distribution of goods.""",1,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12833,"Editorialist: There would seem to be little hazard for consumers associated with chemicals used in treated lumber because the lumber is used outside where fumes cannot accumulate. However, immediate steps should be taken to determine the safety of these chemicals since consumers could ingest them. If the lumber is used for children' s playground equipment, youngsters could put their mouths on the wood, and if it is used to contain soil in a vegetable garden, the chemicals could leach into the soil.",Which one of the following most accurately expresses the main conclusion of the editorialist's argument?,"0. ""The chemicals used in treated lumber are apparently not dangerous to the consumer."", 1. ""Treated lumber is more dangerous than was once believed."", 2. ""Parents should not allow children to put their mouths on playground equipment."", 3. ""The effects on humans from the chemicals in treated lumber should be studied.""",3,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
7853,"The food safety problem has always been a chronic disease in our country, and the reasons for it, experts said. This is related to the huge profits of certain food industries. It is necessary to expand the production of these industries and increase the supply, and the food safety problem will gradually disappear.","Which of the following options, if correct, best refutes the above view?","0. ""Food safety issues have not been taken seriously, and relevant legislation lags behind"", 1. ""my country's efforts to crack down on illegal and criminal acts in the field of food safety are insufficient"", 2. ""Milk powder is currently oversupply in our country, and leather milk has recently revived in the market"", 3. ""A small number of money-grabbing elements created food safety issues, stimulating the dissatisfaction of the people with the government""",2,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
14634,"United States politician: Although the amount of United States goods shipped to Mexico doubled in the year after tariffs on trade between the two countries were reduced, it does not follow that the reduction in tariffs caused the sales of United States goods to companies and consumers in Mexico to double that year, because __","Which of the following, if true, most logically completes the politician's argument?","0. ""many of the United States companies that produced goods that year had competitors based in Mexico that had long produced the same kind of goods"", 1. ""there was no significant change in the employment rate in either of the countries that year"", 2. ""most of the increase in goods shipped by United States companies to Mexico was in parts shipped to the companies' newly relocated subsidiaries for assembly and subsequent shipment back to the United States"", 3. ""the amount of Mexican goods shipped to the United States remained the same as it had been before the tariff reductions""",2,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12105,"A person' s personality is linked to that person' s genes. And since a person' s genes do not ordinarily change over time, it follows that a person' s personality remains unchanged with the passing of time.",Which one of the following is most closely parallel in its reasoning to the flawed reasoning in the argument above?,"0. ""The levels of certain hormones control body temperature. Ttherefore, if one has a high fever, the levels of one's hormones must be elevated as well."", 1. ""Market forces are to some degree influenced by governmental actions. Hence, a change in the government's policies could result in a change in the economy."", 2. ""It is well known that some diseases have genetic causes. Ttherefore, it should be possible to prevent such diseases by manipulating the genes that cause them."", 3. ""The way historians understand the First World War is related to what happened in that war. But what actually happened in that war cannot change. Ttherefore, historians' understanding of the war cannot change.""",3,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12140,"Art restorers who have been studying the factors that cause Renaissance oil paintings to deteriorate physically when subject to climatic changes have found that the oil paint used in these paintings actually adjusts to these changes well. The restorers ttherefore hypothesize that it is a layer of material called gesso, which is under the paint, that causes the deterioration.","Which of the following, if true, most strongly supports the restorers' hypothesis?","0. ""Oil paint expands and contracts readily in response to changes in temperature, but it absorbs little water and so is little affected by changes in humidity."", 1. ""Renaissance oil paintings are often painted on wooden panels, which swell when humidity increases and contract when it declines."", 2. ""Renaissance oil paintings with a thin layer of gesso are less likely to show deterioration in response to climatic changes than those with a thicker layer."", 3. ""An especially hard and nonabsorbent type of gesso was the raw material for moldings on the frames of Renaissance oil paintings.""",2,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
13442,"Letter to the editor: Middle-class families in wealthy nations are often criticized for the ecological damage resulting from their lifestyles. This criticism should not be taken too seriously, however, since its source is often a movie star or celebrity whose own lifestyle would, if widely adopted, destroy the environment and deplete our resources in a short time.",The reasoning in the letter to the editor is vulnerable to criticism in that it,"0. ""criticizes a characteristic of the people giving an argument rather than criticizing the argument itself"", 1. ""takes failure to act consistently with a belief as an indication of the sincerity with which that belief is held"", 2. ""fails to recognize that evidence advanced in support of a conclusion actually undermines that conclusion"", 3. ""presumes that a viewpoint must be unreasonable to accept simply because some of the grounds advanced to support it do not adequately do so""",0,"Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
4554,"A college will continue to implement the overseas funding plan this year. It plans to select several of the six teachers from Mr. Liu, Mr. Zhang, Mr. Wang, Mr. Ma, Mr. Niu and Mr. Zhou to visit abroad. Due to the limitations of funding, the needs of discipline development, curriculum arrangement, place and time of each student's visit, the selection shall meet the following conditions: (1) Mr. Liu is the reserve discipline leader of the college, This time we have to send out. (2) if we choose Mr. Liu, we should also choose Mr. Zhou, but we can't choose Mr. Zhang. (3) only if Mr. Niu can't choose, at least one of Mr. Wang and Mr. Ma can choose. (4) if we don't choose Mr. Wang, we don't choose Mr. Zhou either.","If the above statement is true, which of the followings must be true?","0. ""Mr. Niu didn't choose, but Mr. Zhou did"", 1. ""Mr. Liu was chose, but Mr. Ma didn't"", 2. ""Mr. Wang and Mr. Ma were chosen"", 3. ""Neither Mr. Wang nor Mr. Niu was elected""",0,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
11505,"Students asked by a psychologist to tell a lie before discussion groups vastly overestimated how many people in the discussion groups could tell they were lying. Other research has found that when volleyball players perform unusually poorly on the court, teammates notice this far less often than the players expect. Finally, in one research experiment a student wearing a funny T-shirt entered a room full of people. Questioning revealed that only a small fraction of the people in the room noticed the shirt, contrary to the student' s expectations.",Which one of the following is best illustrated by the statements above?,"0. ""People tend to believe their appearance and behavior are noticed by others more often than is actually the case."", 1. ""People tend not to notice the appearance or behavior of others."", 2. ""We are actually less observant of the appearance and behavior of others than we think ourselves to be."", 3. ""People tend to be far less aware of their own appearance and behavior than are other people.""",0,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
10557,"One theater plans to present seven plays over seven weeks in the fall. They are F, G., J, K, O, R, S. There is one play a week, and each play runs exactly one week. The repertory must meet the following conditions :(1) G must be performed in the third week. (2) O and S cannot be performed continuously. (3) K must be staged before J and S. (4) F and J must be scheduled to perform in two consecutive weeks.","Which of the following statements, if true, best explains the expert's seemingly contradictory attitude?","0. ""In August 2011, Vietnam conducted joint military exercises with the United States in the South China Sea."", 1. ""The US, Japan, India and other countries took advantage of China's aircraft carrier's trial flight to stir up a new China threat theory."", 2. ""The Chinese navy has not fully deployed transport ships and refueling vessels to support the carrier. The destroyers and submarines that guard the carrier are also vulnerable."", 3. ""Carriers need support and escort, and the more they are built, the fewer resources there are to build other ships and aircraft to support them.""",1,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
6488,"While studying Williams syndrome, experts accidentally found that people with musical and mathematical talents are actually caused by genetic disorders or deletions and the same genetic disorder can also lead to psychosis such as schizophrenia. Most children born with Williams syndrome have 20 genes misaligned with chromosome 7. This happens to one out of every 20,000 people in the world.",Which of the following options is most likely to be highlighted by the author next?,"0. ""What is Williams syndrome?"", 1. ""The significance of chromosome 7 to human beings."", 2. ""A typical case of Williams syndrome."", 3. ""Genetic disorder and genius.""",3,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
12444,"Journalist: Obviously, though some animals are purely carnivorous, none would survive without plants. But the dependence is mutual. Many plant species would never have come to be had there been no animals to pollinate, fertilize, and broadcast their seeds. Also, plants' photosynthetic activity would deplete the carbon dioxide in Earth' s atmosphere were it not constantly being replenished by the exhalation of animals, engine fumes, and smoke from fires, many set by human beings.",Which one of the following most accurately expresses the main conclusion of the journalist's argument?,"0. ""The photosynthetic activity of plants is necessary for animal life, but animal life is also necessary for the occurrence of photosynthesis in plants."", 1. ""Some purely carnivorous animals would not survive without plants."", 2. ""Human activity is part of what prevents plants from depleting the oxygen in Earth's atmosphere on which plants and animals alike depend."", 3. ""Just as animals are dependent on plants for their survival, plants are dependent on animals for theirs.""",3,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
10850,"A very popular ice-cream shop recently raised the price of an ice-cream soda by $0. 20, from $1. 80 to $2. 00. Within a week of the price increase, all of the waiters-and waitresses had quit.","Which of the following, if true, would most help to explain the resignations of the waiters and waitresses?","0. ""The price increase allowed the shop to retain its popular generous portions of ice cream."", 1. ""The waiters and waitresses received fewer tips than before because the increased price deprived customers of change that many had left as tips."", 2. ""The increased price of ice-cream sodas did not affect the wage rate at which the waiters and waitresses were paid."", 3. ""Regular customers continued to frequent the shop, despite the increase in the price of ice cream sodas.""",1,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
6053,"Regular yogurt use reduces a child's risk of tooth decay, a new study has found. Previously, researchers have suggested that yogurt can prevent tooth decay in children, and studies have shown that butter, cheese and milk have no significant effect on preventing tooth decay. Although drinking more yogurt has a protective effect on children's teeth, the reasons why yogurt can reduce the risk of tooth decay remain unclear. One theory is that the protein in yogurt is attached to the surface of the tooth. This prevents harmful acids from eroding teeth.","Which of the following options, if correct, best supports the findings of this study?","0. ""Butter, cheese and milk are not rich in protein than yogurt and have no significant anti-moth effect on children's teeth"", 1. ""The enamel of children's gums is in the juvenile stage, the ability to fight acid corrosion is low, artificially sweetened yogurt, increases the risk of tooth decay"", 2. ""Studies have shown that children who use yogurt at least four times a week can reduce the incidence of tooth decay by 15%"", 3. ""Scientific research in many countries around the world is studying the effects of yogurt on preventing tooth decay in children""",2,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
9615,"Anthropologists measured human skulls at various periods in history and found that the average brain capacity of contemporary adults is 1349 milliliters, compared with the brain capacity of Mesolithic humans, the brain capacity of men is reduced by 10%. The brain capacity of women is reduced by 17%. The researchers believe that in an era of increasingly clear division of labor, people with a cooperative spirit have more opportunities to survive and reproduce than others, and survival of the friendliest is an important reason for the shrinking human brain.","Which of the following options, if true, best supports the above conclusion?","0. ""Contemporary brain science research shows that a smaller brain capacity makes humans more cooperative."", 1. ""Cooperation will reduce human aggressiveness, and the reduction of aggressiveness will lead to lighter body and less brain capacity."", 2. ""With the rise of the temperature, people's requirements for weight are reduced, and the shrinking of the body will inevitably lead to the shrinking of the brain."", 3. ""The emergence of media for the storage of external information reduces the burden of memory on the brain, and the human brain shrinks.""",1,"Categorical Reasoning, Conjunctive Reasoning, Necessry Condtional Reasoning, Sufficient Conditional Reasoning"
